"strain,-","stress,MPa","stress,Pa"
0.0,1498.9248462922546,1498924846.2922547
0.0005,1555.8110058368234,1555811005.8368235
0.001,1603.0390597280336,1603039059.7280335
0.0015,1642.2492520224098,1642249252.0224097
0.002,1674.8032600548258,1674803260.0548258
0.0025,1701.831504146328,1701831504.146328
0.003,1724.2724225812653,1724272422.5812654
0.0035,1742.905076412942,1742905076.412942
0.004,1758.376216910366,1758376216.910366
0.0045,1771.2227560701604,1771222756.0701604
0.005,1781.8904209030425,1781890420.9030426
0.0055,1790.7492396143575,1790749239.6143575
0.006,1798.1063977263457,1798106397.7263458
0.0065,1804.216910811776,1804216910.811776
0.007,1809.292484649517,1809292484.649517
0.0075,1813.5088706368936,1813508870.6368935
0.008,1817.0119720132811,1817011972.013281
0.0085,1819.9229130479148,1819922913.0479147
0.009,1822.3422473143955,1822342247.3143954
0.0095,1824.3534512630408,1824353451.2630408
0.01,1826.0258244708039,1826025824.4708037
0.0105,1827.4168973342496,1827416897.3342495
0.011,1828.5744298578184,1828574429.8578184
0.0115,1829.538070982723,1829538070.982723
0.012,1830.340736107748,1830340736.107748
0.0125,1831.0097506621528,1831009750.6621528
0.013,1831.5677994626506,1831567799.4626505
0.0135,1832.0337148386716,1832033714.8386717
0.014,1832.4231309082961,1832423130.908296
0.0145,1832.7490267368464,1832749026.7368464
0.015,1833.0221772494806,1833022177.2494805
0.0155,1833.251527564163,1833251527.5641632
0.016,1833.4445037507317,1833444503.7507317
0.0165,1833.60727081298,1833607270.81298
0.017,1833.744946857004,1833744946.857004
0.0175,1833.8617808868182,1833861780.8868182
0.018,1833.9613004045116,1833961300.4045117
0.0185,1834.0464339431169,1834046433.943117
0.019,1834.119612789439,1834119612.7894392
0.0195,1834.1828554310569,1834182855.4310567
0.02,1834.2378376615068,1834237837.661507
0.0205,1834.285950779346,1834285950.779346
0.021,1834.3283499031486,1834328349.9031487
0.0215,1834.3659940810667,1834365994.0810666
0.022,1834.3996795885116,1834399679.5885117
0.0225,1834.430067570825,1834430067.570825
0.023,1834.4577069913546,1834457706.9913547
0.0235,1834.48305368222,1834483053.68222
0.024,1834.5064861596675,1834506486.1596675
0.0245,1834.5283187534797,1834528318.7534797
0.025,1834.5488125066158,1834548812.5066159
0.0255,1834.5681842237548,1834568184.223755
0.026,1834.5866139831255,1834586613.9831254
0.0265,1834.6042513726075,1834604251.3726075
0.027,1834.6212206667585,1834621220.6667585
0.0275,1834.637625124637,1834637625.124637
0.028,1834.6535505577335,1834653550.5577335
0.0285,1834.6690682919739,1834669068.2919738
0.029,1834.6842376266957,1834684237.6266956
0.0295,1834.699107876031,1834699107.876031
0.03,1834.7137200636164,1834713720.0636163
0.0305,1834.7281083295022,1834728108.329502
0.031,1834.742301098143,1834742301.0981429
0.0315,1834.756322048043,1834756322.048043
0.032,1834.7701909167417,1834770190.9167418
0.0325,1834.7839241691036,1834783924.1691036
0.033,1834.7975355521278,1834797535.5521278
0.0335,1834.8110365555503,1834811036.5555503
0.034,1834.8244367942361,1834824436.7942362
0.0345,1834.8377443256445,1834837744.3256445
0.035,1834.8509659133965,1834850965.9133966
0.0355,1834.8641072460903,1834864107.2460902
0.036,1834.8771731189759,1834877173.1189759
0.0365,1834.8901675847837,1834890167.5847838
0.037,1834.9030940789585,1834903094.0789585
0.0375,1834.915955523633,1834915955.523633
0.038,1834.92875441396,1834928754.41396
0.0385,1834.9414928897957,1834941492.8897955
0.039,1834.9541727952223,1834954172.7952223
0.0395,1834.966795727973,1834966795.727973
0.04,1834.9793630804793,1834979363.0804794
0.0405,1834.9918760739542,1834991876.0739543
0.041,1835.0043357867066,1835004335.7867067
0.0415,1835.0167431776513,1835016743.1776512
0.042,1835.0290991058423,1835029099.1058424
0.0425,1835.0414043467008,1835041404.346701
0.043,1835.0536596054967,1835053659.6054966
0.0435,1835.065865528551,1835065865.528551
0.044,1835.0780227125488,1835078022.7125487
0.0445,1835.0901317122791,1835090131.712279
0.045,1835.1021930470733,1835102193.0470734
0.0455,1835.1142072061573,1835114207.2061572
0.046,1835.1261746531075,1835126174.6531074
0.0465,1835.1380958295576,1835138095.8295577
0.047,1835.1499711582878,1835149971.1582878
0.0475,1835.161801045797,1835161801.0457969
0.048,1835.1735858844481,1835173585.884448
0.0485,1835.1853260542612,1835185326.0542612
0.049,1835.197021924404,1835197021.924404
0.0495,1835.2086738544451,1835208673.8544452
0.05,1835.2202821954002,1835220282.1954002
0.0505,1835.2318472906086,1835231847.2906086
0.051,1835.243369476471,1835243369.476471
0.0515,1835.2548490830673,1835254849.0830672
0.052,1835.2662864346826,1835266286.4346826
0.0525,1835.2776818502443,1835277681.8502443
0.053,1835.289035643701,1835289035.643701
0.0535,1835.3003481243395,1835300348.1243396
0.054,1835.3116195970551,1835311619.5970552
0.0545,1835.3228503625874,1835322850.3625875
0.055,1835.3340407177193,1835334040.7177193
0.0555,1835.345190955452,1835345190.955452
0.056,1835.3563013651553,1835356301.3651552
0.0565,1835.3673722327007,1835367372.2327008
0.057,1835.378403840578,1835378403.8405778
0.0575,1835.3893964679983,1835389396.4679983
0.058,1835.4003503909876,1835400350.3909876
0.0585,1835.4112658824688,1835411265.8824687
0.059,1835.4221432123384,1835422143.2123384
0.0595,1835.4329826475328,1835432982.6475327
0.06,1835.4437844520949,1835443784.4520948
0.0605,1835.454548887229,1835454548.887229
0.061,1835.4652762113583,1835465276.2113583
0.0615,1835.4759666801733,1835475966.6801734
0.062,1835.4866205466808,1835486620.5466807
0.0625,1835.4972380612498,1835497238.0612497
0.063,1835.5078194716534,1835507819.4716535
0.0635,1835.5183650231115,1835518365.0231116
0.064,1835.5288749583292,1835528874.9583292
0.0645,1835.5393495175356,1835539349.5175357
0.065,1835.5497889385192,1835549788.9385192
0.0655,1835.560193456666,1835560193.456666
0.066,1835.570563304991,1835570563.304991
0.0665,1835.580898714174,1835580898.714174
0.067,1835.591199912591,1835591199.912591
0.0675,1835.601467126346,1835601467.126346
0.068,1835.6117005793035,1835611700.5793035
0.0685,1835.6219004931172,1835621900.493117
0.069,1835.63206708726,1835632067.08726
0.0695,1835.6422005790541,1835642200.579054
0.07,1835.6523011836982,1835652301.1836982
0.0705,1835.6623691142968,1835662369.1142967
0.071,1835.6724045818867,1835672404.5818868
0.0715,1835.6824077954643,1835682407.7954643
0.072,1835.6923789620118,1835692378.9620118
0.0725,1835.702318286524,1835702318.2865238
0.073,1835.7122259720322,1835712225.9720323
0.0735,1835.7221022196313,1835722102.2196314
0.074,1835.7319472285028,1835731947.2285028
0.0745,1835.7417611959409,1835741761.195941
0.075,1835.751544317374,1835751544.317374
0.0755,1835.7612967863902,1835761296.78639
0.076,1835.7710187947598,1835771018.7947598
0.0765,1835.7807105324578,1835780710.5324578
0.077,1835.790372187686,1835790372.187686
0.0775,1835.8000039468961,1835800003.946896
0.078,1835.8096059948102,1835809605.9948103
0.0785,1835.8191785144431,1835819178.5144432
0.079,1835.8287216871224,1835828721.6871223
0.0795,1835.8382356925101,1835838235.6925101
0.08,1835.847720708622,1835847720.708622
0.0805,1835.8571769118494,1835857176.9118493
0.081,1835.8666044769757,1835866604.4769757
0.0815,1835.8760035771993,1835876003.5771992
0.082,1835.8853743841523,1835885374.3841524
0.0825,1835.8947170679157,1835894717.0679157
0.083,1835.904031797043,1835904031.797043
0.0835,1835.913318738575,1835913318.738575
0.084,1835.922578058059,1835922578.058059
0.0845,1835.931809919567,1835931809.919567
0.085,1835.941014485713,1835941014.485713
0.0855,1835.9501919176687,1835950191.9176686
0.086,1835.959342375183,1835959342.375183
0.0865,1835.9684660165967,1835968466.0165968
0.087,1835.9775629988612,1835977562.9988613
0.0875,1835.9866334775506,1835986633.4775507
0.088,1835.9956776068834,1835995677.6068835
0.0885,1836.0046955397336,1836004695.5397336
0.089,1836.013687427648,1836013687.4276478
0.0895,1836.0226534208618,1836022653.420862
0.09,1836.0315936683141,1836031593.6683142
0.0905,1836.0405083176606,1836040508.3176606
0.091,1836.0493975152913,1836049397.5152912
0.0915,1836.058261406342,1836058261.4063418
0.092,1836.067100134711,1836067100.134711
0.0925,1836.0759138430712,1836075913.8430712
0.093,1836.0847026728852,1836084702.6728852
0.0935,1836.09346676442,1836093466.76442
0.094,1836.102206256757,1836102206.256757
0.0945,1836.1109212878084,1836110921.2878084
0.095,1836.1196119943297,1836119611.9943297
0.0955,1836.128278511931,1836128278.511931
0.096,1836.136920975092,1836136920.975092
0.0965,1836.145539517173,1836145539.5171728
0.097,1836.1541342704281,1836154134.2704282
0.0975,1836.1627053660168,1836162705.3660169
0.098,1836.1712529340161,1836171252.9340162
0.0985,1836.179777103433,1836179777.1034331
0.099,1836.1882780022156,1836188278.0022156
0.0995,1836.1967557572652,1836196755.7572653
0.1,1836.2052104944469,1836205210.494447
0.1005,1836.2136423386014,1836213642.3386014
0.101,1836.2220514135568,1836222051.4135568
0.1015,1836.2304378421372,1836230437.8421373
0.102,1836.2388017461763,1836238801.7461762
0.1025,1836.247143246526,1836247143.246526
0.103,1836.2554624630689,1836255462.463069
0.1035,1836.2637595147257,1836263759.5147257
0.104,1836.272034519469,1836272034.5194688
0.1045,1836.2802875943298,1836280287.5943298
0.105,1836.2885188554108,1836288518.8554108
0.1055,1836.2967284178937,1836296728.4178936
0.106,1836.3049163960502,1836304916.3960502
0.1065,1836.3130829032514,1836313082.9032514
0.107,1836.3212280519765,1836321228.0519764
0.1075,1836.3293519538233,1836329351.9538233
0.108,1836.3374547195167,1836337454.7195168
0.1085,1836.3455364589174,1836345536.4589174
0.109,1836.353597281032,1836353597.281032
0.1095,1836.361637294021,1836361637.294021
0.11,1836.3696566052072,1836369656.6052072
0.1105,1836.3776553210853,1836377655.3210852
0.111,1836.3856335473301,1836385633.5473301
0.1115,1836.3935913888045,1836393591.3888044
0.112,1836.401528949568,1836401528.949568
0.1125,1836.4094463328852,1836409446.3328853
0.113,1836.4173436412332,1836417343.6412332
0.1135,1836.4252209763101,1836425220.97631
0.114,1836.4330784390434,1836433078.4390433
0.1145,1836.4409161295962,1836440916.1295962
0.115,1836.4487341473764,1836448734.1473763
0.1155,1836.4565325910437,1836456532.5910437
0.116,1836.4643115585168,1836464311.5585167
0.1165,1836.4720711469818,1836472071.1469817
0.117,1836.4798114528978,1836479811.4528978
0.1175,1836.4875325720059,1836487532.572006
0.118,1836.4952345993354,1836495234.5993354
0.1185,1836.5029176292107,1836502917.6292107
0.119,1836.510581755259,1836510581.755259
0.1195,1836.5182270704165,1836518227.0704165
0.12,1836.5258536669353,1836525853.6669352
0.1205,1836.53346163639,1836533461.63639
0.121,1836.5410510696852,1836541051.0696852
0.1215,1836.5486220570606,1836548622.0570605
0.122,1836.5561746880985,1836556174.6880984
0.1225,1836.56370905173,1836563709.05173
0.123,1836.5712252362412,1836571225.236241
0.1235,1836.578723329279,1836578723.329279
