"displacement,mm","force,kN","force,N"
0.0,0.00274511,2.74511
0.0140006,2.4625500000000002,2462.55
0.028003,4.90212,4902.12
0.0420048,7.50412,7504.12
0.0559993,9.964129999999999,9964.13
0.0699863,12.1475,12147.5
0.0840038,13.4376,13437.6
0.0980211,14.4354,14435.4
0.112037,15.211200000000002,15211.2
0.12606,15.88,15880.0
0.140097,16.5045,16504.5
0.154067,17.088900000000002,17088.9
0.168038,17.6357,17635.7
0.182009,18.1052,18105.2
0.195979,18.5619,18561.9
0.209951,18.9753,18975.3
0.223921,19.3652,19365.2
0.237892,19.7175,19717.5
0.251834,20.0529,20052.9
0.265727,20.3475,20347.5
0.279619,20.6301,20630.1
0.293513,20.892500000000002,20892.5
0.307405,21.1335,21133.5
0.321298,21.3533,21353.3
0.33519,21.5545,21554.5
0.349083,21.7363,21736.3
0.362976,21.9007,21900.7
0.376869,22.0497,22049.7
0.39076,22.184900000000003,22184.9
0.404654,22.306700000000003,22306.7
0.418547,22.413400000000003,22413.4
0.432439,22.5039,22503.9
0.446333,22.5804,22580.4
0.460224,22.6457,22645.7
0.474118,22.7005,22700.5
0.48801,22.7434,22743.4
0.50198,22.7748,22774.8
0.516028,22.7956,22795.6
0.530076,22.8068,22806.8
0.544125,22.809400000000004,22809.4
0.558503,22.8032,22803.2
0.572904,22.789099999999998,22789.1
0.587303,22.767599999999998,22767.6
0.601704,22.739700000000003,22739.7
0.616104,22.706400000000002,22706.4
0.630503,22.668400000000002,22668.4
0.644904,22.6263,22626.3
0.659303,22.5806,22580.6
0.673703,22.5317,22531.7
0.688103,22.48,22480.0
0.702503,22.425400000000003,22425.4
0.716904,22.3687,22368.7
0.731303,22.310200000000002,22310.2
0.745704,22.25,22250.0
0.760102,22.1884,22188.4
0.774505,22.125400000000003,22125.4
0.788903,22.0611,22061.1
0.803303,21.9955,21995.5
0.817524,21.9286,21928.6
0.831604,21.860599999999998,21860.6
0.845685,21.7916,21791.6
0.859764,21.721400000000003,21721.4
0.873845,21.650000000000002,21650.0
0.887924,21.5773,21577.3
0.902003,21.5031,21503.1
0.916084,21.426099999999998,21426.1
0.930163,21.3461,21346.1
0.944244,21.2652,21265.2
0.958324,21.1833,21183.3
0.972404,21.0998,21099.8
0.986484,21.014599999999998,21014.6
1.00056,20.927,20927.0
1.01464,20.835900000000002,20835.9
1.02872,20.741200000000003,20741.2
1.0428,20.644099999999998,20644.1
1.05688,20.544400000000003,20544.4
1.07096,20.4423,20442.3
1.08504,20.3376,20337.6
1.09912,20.230700000000002,20230.7
1.1132,20.1214,20121.4
1.12728,20.0098,20009.8
1.14136,19.896,19896.0
1.15544,19.7803,19780.3
1.16952,19.6628,19662.8
1.18318,19.436400000000003,19436.4
1.1967,19.4252,19425.2
1.21021,19.3475,19347.5
1.22372,19.1926,19192.6
1.23723,19.0976,19097.6
1.25074,18.9271,18927.1
1.26459,18.8824,18882.4
1.27899,18.7042,18704.2
1.29339,18.5873,18587.3
1.30779,18.454700000000003,18454.7
1.32184,18.3244,18324.4
1.33544,18.1947,18194.7
1.34904,18.0601,18060.1
1.36264,17.935200000000002,17935.2
1.37624,17.8138,17813.8
1.38984,17.6442,17644.2
1.40344,17.5433,17543.3
