"strain,-","stress,MPa","stress,Pa"
0.0,595.1937234073146,595193723.4073145
0.0005,718.1920270256094,718192027.0256094
0.001,802.1498930688188,802149893.0688188
0.0015,859.5144464678539,859514446.4678539
0.002,898.7629530519212,898762953.0519211
0.0025,925.6690437148247,925669043.7148248
0.003,944.165056295865,944165056.295865
0.0035,956.9293208465187,956929320.8465188
0.004,965.7861224796125,965786122.4796125
0.0045,971.9780914887757,971978091.4887757
0.005,976.3517121384706,976351712.1384705
0.0055,979.4836622550476,979483662.2550477
0.006,981.7668564701477,981766856.4701477
0.0065,983.4690461458188,983469046.1458187
0.007,984.7727293240562,984772729.3240561
0.0075,985.8023320272072,985802332.0272071
0.008,986.6427207830839,986642720.7830839
0.0085,987.3518112973817,987351811.2973816
0.009,987.9691562911821,987969156.2911822
0.0095,988.521794914124,988521794.914124
0.01,989.0282371093758,989028237.1093758
0.0105,989.5011777393196,989501177.7393196
0.011,989.9493455661607,989949345.5661607
0.0115,990.3787629785486,990378762.9785486
0.012,990.7936043626346,990793604.3626345
0.0125,991.1967810891439,991196781.0891439
0.013,991.5903402750312,991590340.2750312
0.0135,991.9757366825436,991975736.6825436
0.014,992.3540181880626,992354018.1880625
0.0145,992.7259523602637,992725952.3602637
0.015,993.0921129062145,993092112.9062146
0.0155,993.4529387635118,993452938.7635119
0.016,993.8087745432707,993808774.5432707
0.0165,994.1598982544244,994159898.2544245
0.017,994.506540350091,994506540.350091
0.0175,994.8488968495863,994848896.8495862
0.018,995.1871384128475,995187138.4128475
0.0185,995.521416646718,995521416.646718
0.019,995.8518685155963,995851868.5155963
0.0195,996.1786194516843,996178619.4516844
0.02,996.5017855711143,996501785.5711143
0.0205,996.8214752734553,996821475.2734554
0.021,997.1377904143075,997137790.4143075
0.0215,997.450827180822,997450827.180822
0.022,997.7606767591477,997760676.7591478
0.0225,998.0674258549287,998067425.8549287
0.023,998.3711571089436,998371157.1089436
0.0235,998.6719494369643,998671949.4369643
0.024,998.9698783140112,998969878.3140112
0.0245,999.2650160170823,999265016.0170823
0.025,999.5574318362441,999557431.8362441
0.0255,999.8471922610968,999847192.2610968
0.026,1000.1343611476335,1000134361.1476336
0.0265,1000.4189998691397,1000418999.8691397
0.027,1000.7011674538194,1000701167.4538194
0.0275,1000.9809207111643,1000980920.7111644
0.028,1001.258314348607,1001258314.348607
0.0285,1001.5334010796628,1001533401.0796628
0.029,1001.8062317245209,1001806231.7245209
0.0295,1002.0768553038686,1002076855.3038685
0.03,1002.3453191265965,1002345319.1265965
0.0305,1002.6116688719412,1002611668.8719412
0.031,1002.8759486665332,1002875948.6665332
0.0315,1003.1382011567684,1003138201.1567684
0.032,1003.3984675768647,1003398467.5768647
0.0325,1003.6567878129325,1003656787.8129325
0.033,1003.9132004633478,1003913200.4633478
0.0335,1004.1677428956947,1004167742.8956947
0.034,1004.4204513005143,1004420451.3005143
0.0345,1004.6713607420824,1004671360.7420824
0.035,1004.920505206413,1004920505.206413
0.0355,1005.1679176466749,1005167917.646675
0.036,1005.4136300261853,1005413630.0261853
0.0365,1005.6576733591436,1005657673.3591436
0.037,1005.9000777492437,1005900077.7492437
0.0375,1006.1408724262989,1006140872.4262989
0.038,1006.3800857810054,1006380085.7810054
0.0385,1006.6177453979575,1006617745.3979574
0.039,1006.8538780870166,1006853878.0870166
0.0395,1007.0885099131409,1007088509.9131409
0.04,1007.3216662247581,1007321666.2247581
0.0405,1007.5533716807748,1007553371.6807748
0.041,1007.7836502762943,1007783650.2762944
0.0415,1008.0125253671235,1008012525.3671235
0.042,1008.2400196931338,1008240019.6931338
0.0425,1008.4661554005418,1008466155.4005418
0.043,1008.6909540631696,1008690954.0631696
0.0435,1008.9144367027426,1008914436.7027426
0.044,1009.1366238082753,1009136623.8082753
0.0445,1009.3575353545954,1009357535.3545954
0.045,1009.5771908200518,1009577190.8200518
0.0455,1009.795609203452,1009795609.203452
0.046,1010.0128090402671,1010012809.0402671
0.0465,1010.2288084181422,1010228808.4181422
0.047,1010.4436249917509,1010443624.9917508
0.0475,1010.6572759970238,1010657275.9970238
0.048,1010.8697782647877,1010869778.2647877
0.0485,1011.0811482338383,1011081148.2338383
0.049,1011.2914019634816,1011291401.9634815
0.0495,1011.5005551455646,1011500555.1455646
0.05,1011.7086231160243,1011708623.1160244
0.0505,1011.9156208659763,1011915620.8659763
0.051,1012.1215630523649,1012121563.0523648
0.0515,1012.3264640081971,1012326464.0081972
0.052,1012.5303377523795,1012530337.7523795
0.0525,1012.7331979991754,1012733197.9991754
0.053,1012.935058167302,1012935058.167302
