
                  X             Displacement          Force      

                0.                 0.                 3.22984    
              100.007E-06         31.0005E-03         1.11364E+03
              200.006E-06         62.0038E-03         2.24424E+03
              300.006E-06         92.9936E-03         3.36728E+03
              400.007E-06        123.97E-03           3.64522E+03
              500.006E-06        154.973E-03          3.93141E+03
              600.007E-06        185.949E-03          4.18253E+03
              700.008E-06        216.926E-03          4.41931E+03
              800.009E-06        247.884E-03          4.53739E+03
              900.009E-06        278.809E-03          4.62976E+03
                1.00001E-03      309.734E-03          4.69468E+03
                1.10001E-03      340.659E-03          4.7265E+03 
                1.20001E-03      371.584E-03          4.74401E+03
                1.30001E-03      402.509E-03          4.75724E+03
                1.40001E-03      433.434E-03          4.76746E+03
                1.50001E-03      464.359E-03          4.77512E+03
                1.6E-03          495.279E-03          4.78141E+03
                1.7E-03          526.204E-03          4.788E+03  
                1.8E-03          557.129E-03          4.79325E+03
                1.9E-03          588.055E-03          4.79846E+03
                2.E-03           619.096E-03          4.80308E+03
                2.10001E-03      650.274E-03          4.80755E+03
                2.20001E-03      681.446E-03          4.81166E+03
                2.3E-03          712.619E-03          4.81545E+03
                2.40001E-03      743.796E-03          4.81902E+03
                2.50001E-03      774.968E-03          4.82237E+03
                2.6E-03          806.141E-03          4.8255E+03 
                2.70001E-03      837.318E-03          4.82841E+03
                2.8E-03          868.49E-03           4.83115E+03
                2.90001E-03      899.667E-03          4.83371E+03
                3.00001E-03      930.84E-03           4.83611E+03
                3.1E-03          962.013E-03          4.83835E+03
                3.20001E-03      993.19E-03           4.84046E+03
                3.30001E-03        1.02423            4.8424E+03 
                3.4E-03            1.0552             4.8442E+03 
                3.50001E-03        1.08617            4.84588E+03
                3.60001E-03        1.11714            4.84743E+03
                3.7E-03            1.1481             4.84884E+03
                3.80001E-03        1.17901            4.85014E+03
                3.90001E-03        1.21006            4.85134E+03
                4.00001E-03        1.24065            4.85241E+03
                4.1E-03            1.2712             4.85337E+03
                4.20001E-03        1.30205            4.85426E+03
                4.3E-03            1.33363            4.85505E+03
                4.40001E-03        1.36518            4.85575E+03
                4.50001E-03        1.39632            4.85634E+03
                4.60001E-03        1.42747            4.85684E+03
                4.7E-03            1.45862            4.85724E+03
                4.80001E-03        1.48977            4.85756E+03
                4.90001E-03        1.52091            4.85777E+03
                5.E-03             1.55206            4.85789E+03
                5.1E-03            1.58281            4.8579E+03 
                5.20001E-03        1.61354            4.85782E+03
                5.30001E-03        1.64426            4.85765E+03
                5.4E-03            1.67498            4.85741E+03
                5.50001E-03        1.7057             4.85709E+03
                5.60001E-03        1.73642            4.85668E+03
                5.7E-03            1.76724            4.85618E+03
                5.8E-03            1.79858            4.85555E+03
                5.9E-03            1.82992            4.85488E+03
                6.00001E-03        1.86126            4.85408E+03
                6.10001E-03        1.89259            4.85322E+03
                6.20001E-03        1.92393            4.85228E+03
                6.30001E-03        1.95492            4.85127E+03
                6.40001E-03        1.98581            4.85017E+03
                6.5E-03            2.01671            4.84898E+03
                6.6E-03            2.0476             4.84773E+03
                6.7E-03            2.0785             4.8464E+03 
                6.8E-03            2.1094             4.84499E+03
                6.90001E-03        2.1403             4.8435E+03 
                7.00001E-03        2.17119            4.84193E+03
                7.1E-03            2.20225            4.84028E+03
                7.20001E-03        2.23333            4.8385E+03 
                7.3E-03            2.26442            4.83663E+03
                7.40001E-03        2.29551            4.83467E+03
                7.50001E-03        2.32659            4.83261E+03
                7.6E-03            2.35768            4.83048E+03
                7.70001E-03        2.38876            4.82831E+03
                7.8E-03            2.41985            4.82605E+03
                7.90001E-03        2.45093            4.82372E+03
                8.00001E-03        2.48202            4.82129E+03
                8.1E-03            2.5131             4.81876E+03
                8.20001E-03        2.5438             4.81614E+03
                8.3E-03            2.57396            4.81343E+03
                8.40001E-03        2.60414            4.81065E+03
                8.5E-03            2.63431            4.80776E+03
                8.60001E-03        2.66448            4.80479E+03
                8.70001E-03        2.69465            4.80173E+03
                8.8E-03            2.72482            4.79858E+03
                8.90001E-03        2.755              4.79533E+03
                9.00001E-03        2.78601            4.79185E+03
                9.1E-03            2.8185             4.78797E+03
                9.20001E-03        2.85057            4.78389E+03
                9.3E-03            2.88207            4.7796E+03 
                9.40001E-03        2.91358            4.77518E+03
                9.50001E-03        2.94509            4.77064E+03
                9.6E-03            2.9766             4.76598E+03
                9.70001E-03        3.00811            4.76117E+03
                9.8E-03            3.03961            4.7562E+03 
                9.90001E-03        3.07112            4.75106E+03
               10.E-03             3.10262            4.74577E+03




