"displacement,mm","force,kN","force,N"
0.0,0.00416753,4.16753
0.0200011,1.43707,1437.07
0.0400051,2.90051,2900.51
0.0599947,4.43098,4430.98
0.0799874,5.68307,5683.07
0.0999767,7.27963,7279.63
0.119945,8.61698,8616.98
0.139913,10.175,10175.0
0.159881,11.5253,11525.3
0.179849,11.9776,11977.6
0.199818,12.1187,12118.7
0.219786,12.1908,12190.8
0.239754,12.199700000000002,12199.7
0.259722,12.2363,12236.3
0.279687,12.2721,12272.1
0.299655,12.306799999999999,12306.8
0.319624,12.336200000000002,12336.2
0.339592,12.3595,12359.5
0.35956,12.3769,12376.9
0.379528,12.394,12394.0
0.399572,12.4104,12410.4
0.419703,12.4261,12426.1
0.439831,12.4381,12438.1
0.459958,12.450600000000001,12450.6
0.480089,12.459100000000001,12459.1
0.500217,12.4703,12470.3
0.520442,12.4778,12477.8
0.540676,12.485899999999999,12485.9
0.560907,12.4931,12493.1
0.581139,12.4984,12498.4
0.601373,12.5037,12503.7
0.621604,12.5085,12508.5
0.641838,12.5124,12512.4
0.662069,12.515600000000001,12515.6
0.682301,12.5183,12518.3
0.702535,12.5204,12520.4
0.722766,12.5221,12522.1
0.742997,12.523200000000001,12523.2
0.763231,12.5238,12523.8
0.783462,12.5239,12523.9
0.803694,12.5236,12523.6
0.823927,12.5228,12522.8
0.844159,12.521600000000001,12521.6
0.864393,12.5199,12519.9
0.884624,12.5178,12517.8
0.904855,12.5153,12515.3
0.92509,12.5124,12512.4
0.94532,12.5091,12509.1
0.965552,12.5055,12505.5
0.985786,12.5014,12501.4
1.00602,12.497,12497.0
1.02625,12.4921,12492.1
1.04648,12.4869,12486.9
1.06671,12.4814,12481.4
1.08695,12.4754,12475.4
1.10718,12.469,12469.0
1.12705,12.462299999999999,12462.3
1.14687,12.4553,12455.3
1.16668,12.447799999999999,12447.8
1.1865,12.440100000000001,12440.1
1.20632,12.4319,12431.9
1.22614,12.423399999999999,12423.4
1.24596,12.4144,12414.4
1.26578,12.4048,12404.8
1.2856,12.3947,12394.7
1.30542,12.3843,12384.3
1.32524,12.3729,12372.9
1.34519,12.3611,12361.1
1.36567,12.348700000000001,12348.7
1.38607,12.336,12336.0
1.40612,12.322799999999999,12322.8
1.42617,12.3093,12309.3
1.44623,12.2953,12295.3
1.46628,12.281,12281.0
1.48633,12.2663,12266.3
1.50639,12.251100000000001,12251.1
1.52644,12.2354,12235.4
1.54649,12.219299999999999,12219.3
1.56654,12.2028,12202.8
1.5866,12.1859,12185.9
1.60665,12.1684,12168.4
1.62658,12.150500000000001,12150.5
1.6462,12.132,12132.0
1.66583,12.1129,12112.9
1.68546,12.093399999999999,12093.4
1.70508,12.0733,12073.3
1.72471,12.052700000000002,12052.7
1.74434,12.0315,12031.5
1.76396,12.0097,12009.7
1.78359,11.9874,11987.4
1.80322,11.964500000000001,11964.5
1.82284,11.941,11941.0
1.84208,11.9168,11916.8
1.86144,11.8916,11891.6
1.88201,11.8638,11863.8
1.90258,11.835,11835.0
1.92315,11.8049,11804.9
1.94372,11.7738,11773.8
1.96429,11.7419,11741.9
1.98487,11.709,11709.0
2.00543,11.675,11675.0
