
                  X             Displacement          Force      

                0.                 0.                 2.74511    
              100.009E-06         14.0006E-03         2.46255E+03
              200.E-06            28.003E-03          4.90212E+03
              300.004E-06         42.0048E-03         7.52841E+03
              400.008E-06         55.9993E-03        10.0272E+03 
              500.004E-06         69.9863E-03        12.3976E+03 
              600.006E-06         84.0038E-03        14.593E+03  
              700.008E-06         98.0211E-03        15.9529E+03 
              800.001E-06        112.037E-03         17.0833E+03 
              900.003E-06        126.06E-03          17.943E+03  
                1.00001E-03      140.097E-03         18.7076E+03 
                1.1E-03          154.067E-03         19.3173E+03 
                1.2E-03          168.038E-03         19.8431E+03 
                1.30001E-03      182.01E-03          20.2565E+03 
                1.4E-03          195.98E-03          20.5807E+03 
                1.50001E-03      209.951E-03         20.822E+03  
                1.6E-03          223.921E-03         21.0158E+03 
                1.70001E-03      237.892E-03         21.151E+03  
                1.8E-03          251.842E-03         21.2571E+03 
                1.90001E-03      265.736E-03         21.3304E+03 
                2.E-03           279.627E-03         21.3861E+03 
                2.10001E-03      293.521E-03         21.4316E+03 
                2.2E-03          307.413E-03         21.4685E+03 
                2.30001E-03      321.306E-03         21.4983E+03 
                2.4E-03          335.198E-03         21.5223E+03 
                2.50001E-03      349.091E-03         21.5417E+03 
                2.6E-03          362.984E-03         21.5577E+03 
                2.70001E-03      376.877E-03         21.5703E+03 
                2.8E-03          390.768E-03         21.5799E+03 
                2.9E-03          404.662E-03         21.5869E+03 
                3.00001E-03      418.555E-03         21.5914E+03 
                3.1E-03          432.447E-03         21.5936E+03 
                3.20001E-03      446.34E-03          21.5938E+03 
                3.3E-03          460.232E-03         21.5919E+03 
                3.40001E-03      474.125E-03         21.5882E+03 
                3.5E-03          488.018E-03         21.5826E+03 
                3.60001E-03      501.949E-03         21.5754E+03 
                3.7E-03          515.998E-03         21.5666E+03 
                3.80001E-03      530.047E-03         21.5563E+03 
                3.9E-03          544.095E-03         21.5445E+03 
                4.E-03           558.473E-03         21.5308E+03 
                4.10001E-03      572.875E-03         21.5155E+03 
                4.2E-03          587.273E-03         21.4988E+03 
                4.30001E-03      601.674E-03         21.4807E+03 
                4.4E-03          616.074E-03         21.4613E+03 
                4.5E-03          630.474E-03         21.4405E+03 
                4.60001E-03      644.874E-03         21.4185E+03 
                4.7E-03          659.274E-03         21.3953E+03 
                4.80001E-03      673.675E-03         21.3707E+03 
                4.9E-03          688.073E-03         21.3449E+03 
                5.00001E-03      702.474E-03         21.3179E+03 
                5.1E-03          716.873E-03         21.2896E+03 
                5.2E-03          731.274E-03         21.26E+03   
                5.30001E-03      745.532E-03         21.2293E+03 
                5.4E-03          759.61E-03          21.1973E+03 
                5.50001E-03      773.692E-03         21.1641E+03 
                5.6E-03          787.77E-03          21.1296E+03 
                5.7E-03          801.85E-03          21.0939E+03 
                5.80001E-03      815.931E-03         21.057E+03  
                5.9E-03          830.01E-03          21.0189E+03 
                6.00001E-03      844.091E-03         20.9797E+03 
                6.1E-03          858.17E-03          20.9392E+03 
                6.20001E-03      872.253E-03         20.8975E+03 
                6.3E-03          886.33E-03          20.8545E+03 
                6.4E-03          900.41E-03          20.8103E+03 
                6.50001E-03      914.49E-03          20.765E+03  
                6.6E-03          928.571E-03         20.7184E+03 
                6.70001E-03      942.651E-03         20.6705E+03 
                6.8E-03          956.731E-03         20.6214E+03 
                6.9E-03          970.81E-03          20.5711E+03 
                7.00001E-03      984.891E-03         20.5196E+03 
                7.1E-03          998.97E-03          20.4669E+03 
                7.20001E-03        1.01305           20.4131E+03 
                7.3E-03            1.02713           20.3583E+03 
                7.40001E-03        1.04121           20.3025E+03 
                7.5E-03            1.05529           20.2458E+03 
                7.6E-03            1.06937           20.188E+03  
                7.70001E-03        1.08345           20.1294E+03 
                7.8E-03            1.09753           20.0697E+03 
                7.90001E-03        1.11161           20.0091E+03 
                8.E-03             1.12569           19.9477E+03 
                8.1E-03            1.13977           19.8853E+03 
                8.20001E-03        1.15385           19.822E+03  
                8.3E-03            1.16793           19.7578E+03 
                8.40001E-03        1.18201           19.6925E+03 
                8.5E-03            1.19609           19.6264E+03 
                8.6E-03            1.21017           19.5594E+03 
                8.70001E-03        1.22417           18.8241E+03 
                8.8E-03            1.23768           19.3702E+03 
                8.90001E-03        1.25119           19.3823E+03 
                9.E-03             1.2647            19.3153E+03 
                9.1E-03            1.27821           19.2413E+03 
                9.2E-03            1.29173           19.193E+03  
                9.3E-03            1.30524           19.1036E+03 
                9.40001E-03        1.31903           19.0372E+03 
                9.5E-03            1.33377           18.9687E+03 
                9.6E-03            1.34817           18.8882E+03 
                9.7E-03            1.36257           18.816E+03  
                9.8E-03            1.37697           18.7351E+03 
                9.90001E-03        1.39137           18.661E+03  
               10.E-03             1.40577           18.587E+03  




