"displacement,mm","force,kN","force,N"
0.0,0.00274511,2.74511
0.0140006,2.4625500000000002,2462.55
0.028003,4.863600000000001,4863.6
0.0420048,7.1128100000000005,7112.81
0.0559993,7.96678,7966.78
0.0699863,8.20971,8209.71
0.0840038,8.38404,8384.04
0.0980212,8.51433,8514.33
0.112037,8.610809999999999,8610.81
0.12606,8.69616,8696.16
0.140096,8.7668,8766.8
0.154066,8.82843,8828.43
0.168038,8.88517,8885.17
0.182009,8.93702,8937.02
0.195979,8.98523,8985.23
0.209951,9.030610000000001,9030.61
0.223921,9.07338,9073.38
0.237892,9.11402,9114.02
0.251845,9.15282,9152.82
0.265738,9.19003,9190.03
0.279631,9.225670000000001,9225.67
0.293524,9.25989,9259.89
0.307415,9.29288,9292.88
0.321309,9.324760000000001,9324.76
0.335201,9.35573,9355.73
0.349094,9.385850000000001,9385.85
0.362986,9.4155,9415.5
0.376879,9.44481,9444.81
0.390772,9.473379999999999,9473.38
0.404665,9.50131,9501.31
0.418558,9.52867,9528.67
0.43245,9.55546,9555.46
0.446343,9.58178,9581.78
0.460236,9.607629999999999,9607.63
0.474129,9.63315,9633.15
0.488021,9.65853,9658.53
0.501944,9.68347,9683.47
0.515992,9.70798,9707.98
0.530042,9.7321,9732.1
0.54409,9.75585,9755.85
0.558468,9.77975,9779.75
0.572868,9.8033,9803.3
0.587269,9.82651,9826.51
0.601669,9.84937,9849.37
0.616069,9.871870000000001,9871.87
0.630467,9.89406,9894.06
0.644868,9.91594,9915.94
0.659268,9.93754,9937.54
0.673668,9.95884,9958.84
0.688068,9.97986,9979.86
0.702469,10.0006,10000.6
0.716869,10.021,10021.0
0.731267,10.0411,10041.1
0.745669,10.061,10061.0
0.760068,10.0807,10080.7
0.774468,10.100100000000001,10100.1
0.788868,10.119299999999999,10119.3
0.803268,10.138200000000001,10138.2
0.817669,10.1569,10156.9
0.832069,10.1753,10175.3
0.846469,10.1936,10193.6
0.860868,10.2116,10211.6
0.875268,10.2294,10229.4
0.889668,10.247,10247.0
0.904068,10.2644,10264.4
0.918469,10.2817,10281.7
0.932869,10.2987,10298.7
0.947269,10.3155,10315.5
0.961669,10.3321,10332.1
0.976067,10.348600000000001,10348.6
0.990469,10.364799999999999,10364.8
1.00462,10.3809,10380.9
1.0187,10.396799999999999,10396.8
1.03278,10.412600000000001,10412.6
1.04686,10.4282,10428.2
1.06094,10.4436,10443.6
1.07502,10.4589,10458.9
1.0891,10.474,10474.0
1.10318,10.4889,10488.9
1.11726,10.5036,10503.6
1.13134,10.5182,10518.2
1.14542,10.5326,10532.6
1.1595,10.546899999999999,10546.9
1.17358,10.5611,10561.1
1.18767,10.5751,10575.1
1.20174,10.5889,10588.9
1.21582,10.6026,10602.6
1.2299,10.616200000000001,10616.2
1.24398,10.629700000000001,10629.7
1.25806,10.643,10643.0
1.27214,10.6561,10656.1
1.28622,10.6691,10669.1
1.3003,10.682,10682.0
1.31438,10.694799999999999,10694.8
1.32846,10.7074,10707.4
1.34254,10.72,10720.0
1.35662,10.732299999999999,10732.3
1.3707,10.7446,10744.6
1.38478,10.7567,10756.7
1.39886,10.7687,10768.7
1.41294,10.7805,10780.5
