displacement/mm,force/kN,force/N
0.019475645,0.166840356,166.84035599999999
0.019402243,0.303758737,303.758737
0.019394122,0.325971883,325.971883
0.019527535,0.353073067,353.07306700000004
0.019779606,0.38572006,385.72006
0.019801857,0.422564595,422.564595
0.02002863,0.460679795,460.679795
0.019750089,0.498480165,498.480165
0.019891481,0.535327598,535.327598
0.019859968,0.57147525,571.47525
0.020220522,0.607625169,607.6251689999999
0.020240752,0.643366566,643.3665659999999
0.020163896,0.677991457,677.991457
0.020355059,0.712975521,712.975521
0.020671679,0.748998275,748.998275
0.020497228,0.784823537,784.823537
0.021047887,0.820044794,820.0447939999999
0.021043935,0.854622337,854.622337
0.02021999,0.888823671,888.823671
0.021061082,0.922540801,922.540801
0.020995871,0.955234837,955.234837
0.020846835,0.986516834,986.516834
0.021079721,1.016544311,1016.5443110000001
0.021739516,1.04603793,1046.03793
0.021677001,1.073786943,1073.786943
0.022079435,1.099447863,1099.4478629999999
0.021785565,1.122608793,1122.6087929999999
0.021528046,1.142737102,1142.7371019999998
0.0215817,1.159309168,1159.309168
0.021947842,1.174499085,1174.4990850000002
0.021779452,1.189044841,1189.0448410000001
0.022408143,1.202537228,1202.537228
0.022504573,1.215501261,1215.5012609999999
0.022418654,1.228431765,1228.431765
0.022232378,1.241805248,1241.805248
0.022583159,1.254600435,1254.600435
0.022651494,1.266966423,1266.9664229999998
0.022749942,1.278890768,1278.890768
0.022947402,1.290323179,1290.323179
0.02290012,1.301185065,1301.1850650000001
0.022512326,1.311819035,1311.819035
0.022705314,1.322288548,1322.288548
0.022842571,1.332550648,1332.550648
0.02326106,1.342207231,1342.2072309999999
0.022750884,1.352488742,1352.488742
0.023050261,1.363129673,1363.129673
0.023222446,1.373474448,1373.4744480000002
0.023832769,1.383550515,1383.5505150000001
0.023867671,1.393505138,1393.505138
0.023155332,1.403528886,1403.5288859999998
0.023678105,1.413427547,1413.427547
0.023462652,1.423383262,1423.383262
0.023340919,1.433353099,1433.3530990000002
0.023474395,1.442908981,1442.908981
0.023741477,1.452915308,1452.9153079999999
0.023413614,1.463316497,1463.316497
0.023907794,1.473275931,1473.2759310000001
0.024177412,1.483191777,1483.191777
0.023960139,1.492997718,1492.997718
0.023913318,1.502336183,1502.336183
0.024044415,1.511928111,1511.928111
0.023283436,1.521386563,1521.386563
0.023372257,1.530916171,1530.916171
0.023473893,1.540347058,1540.347058
0.023626186,1.550200746,1550.200746
0.023240594,1.56086988,1560.86988
0.023605643,1.571125955,1571.125955
0.023970658,1.581219981,1581.219981
0.02458897,1.591601486,1591.601486
0.024477832,1.60145967,1601.45967
0.024166715,1.610774988,1610.774988
0.02429366,1.620018803,1620.018803
0.024333257,1.62932306,1629.32306
0.024396777,1.638855492,1638.855492
0.024653255,1.648751522,1648.751522
0.02473371,1.659291698,1659.291698
0.024702691,1.669756561,1669.756561
0.02458939,1.680087911,1680.087911
0.024763071,1.68991047,1689.91047
0.024746042,1.699671026,1699.671026
0.025124109,1.709801155,1709.801155
0.025371509,1.719993976,1719.993976
0.025252802,1.730242295,1730.242295
0.025368857,1.740421467,1740.421467
0.025538613,1.750907317,1750.907317
0.025741656,1.761423302,1761.4233020000001
0.025276937,1.771353176,1771.353176
0.025137517,1.781273604,1781.273604
0.024887533,1.791455738,1791.455738
0.024617232,1.801444458,1801.444458
0.025577483,1.811285675,1811.2856749999999
0.02597421,1.821159632,1821.159632
0.026066789,1.831012146,1831.012146
0.026039426,1.84040147,1840.40147
0.025860625,1.849757285,1849.757285
0.025945956,1.860380401,1860.3804010000001
0.025709806,1.871046333,1871.046333
0.026176719,1.881602034,1881.602034
0.026756363,1.892015248,1892.0152480000002
0.026535316,1.902552531,1902.552531
0.026910424,1.912883702,1912.883702
0.026801816,1.922463545,1922.463545
0.026330204,1.931870945,1931.8709450000001
0.026115221,1.941229278,1941.229278
0.026473778,1.95069087,1950.6908700000001
0.026835129,1.961267512,1961.2675120000001
0.026780588,1.971637869,1971.6378690000001
0.026445914,1.982101206,1982.101206
0.02642839,1.992393195,1992.393195
0.026486316,2.002372818,2002.372818
0.026207086,2.012434554,2012.434554
0.027587037,2.022809879,2022.809879
0.027205044,2.033256214,2033.2562140000002
0.02683317,2.043376342,2043.3763420000002
0.026639707,2.053778412,2053.778412
0.026911534,2.064795153,2064.795153
0.027016455,2.075605958,2075.605958
0.027266515,2.085857239,2085.857239
0.027266361,2.096120381,2096.120381
0.027298793,2.106604928,2106.6049279999997
0.027394682,2.117040689,2117.040689
0.027398477,2.127027873,2127.027873
0.027539828,2.137075098,2137.075098
0.027743479,2.147297504,2147.297504
0.027182854,2.157587626,2157.587626
0.02672696,2.167965974,2167.9659739999997
0.02774298,2.178738733,2178.7387329999997
0.027583436,2.189679521,2189.679521
0.027574659,2.200452479,2200.452479
0.02795893,2.210896156,2210.896156
0.028106366,2.221587308,2221.587308
0.027187264,2.232270518,2232.270518
0.026963122,2.242467823,2242.467823
0.027242568,2.252454912,2252.454912
0.027125464,2.262336487,2262.3364869999996
0.027003764,2.27251066,2272.51066
0.027944992,2.283475434,2283.475434
0.02741378,2.293911671,2293.911671
0.026882451,2.30440421,2304.40421
0.026970119,2.315050141,2315.050141
0.027661109,2.325641333,2325.641333
0.028402289,2.335751331,2335.751331
0.02775359,2.346333532,2346.333532
0.027502532,2.356998026,2356.9980259999998
0.027627745,2.367679104,2367.679104
0.027743889,2.378882961,2378.882961
0.027455956,2.390614357,2390.614357
0.027061258,2.402034203,2402.0342029999997
0.027773893,2.412943712,2412.9437120000002
0.028989725,2.423587583,2423.587583
0.028316379,2.434273101,2434.273101
0.028025174,2.445196968,2445.1969679999997
0.027797081,2.455626089,2455.626089
0.027964442,2.46631243,2466.31243
0.027990063,2.477159817,2477.159817
0.028302762,2.48813104,2488.1310399999998
0.028470598,2.499130983,2499.130983
0.027960691,2.510493062,2510.493062
0.02730677,2.521714231,2521.714231
0.027233903,2.533018287,2533.018287
0.027634348,2.544281554,2544.2815539999997
0.027774072,2.555682644,2555.682644
0.027820241,2.567068058,2567.068058
0.027894436,2.577755157,2577.755157
0.028041275,2.588127043,2588.127043
0.027978788,2.598487096,2598.487096
0.028827553,2.609576381,2609.5763810000003
0.028885665,2.62108275,2621.0827499999996
0.028982915,2.632265065,2632.265065
0.028742871,2.643525109,2643.525109
