"displacement,mm","force,kN","force,N"
0.0,0.0028344399999999997,2.83444
0.0109994,1.32212,1322.12
0.0219971,2.56764,2567.64
0.0329979,3.84633,3846.33
0.0440047,5.165520000000001,5165.52
0.0550044,6.3861300000000005,6386.13
0.0660024,7.54123,7541.23
0.0769822,8.52673,8526.73
0.0879613,9.12024,9120.24
0.0989715,9.53398,9533.98
0.109986,9.82831,9828.31
0.120939,9.9519,9951.9
0.131944,9.99438,9994.38
0.142963,10.022200000000002,10022.2
0.153982,10.0441,10044.1
0.165001,10.0613,10061.3
0.176021,10.077399999999999,10077.4
0.187008,10.091000000000001,10091.0
0.197972,10.103299999999999,10103.3
0.208935,10.113700000000001,10113.7
0.219943,10.1235,10123.5
0.231004,10.132,10132.0
0.242026,10.139299999999999,10139.3
0.25303,10.1459,10145.9
0.264033,10.1516,10151.6
0.275037,10.1565,10156.5
0.28604,10.1607,10160.7
0.297044,10.164200000000001,10164.2
0.308047,10.167100000000001,10167.1
0.318953,10.1694,10169.4
0.329844,10.171100000000001,10171.1
0.340735,10.1724,10172.4
0.351684,10.1731,10173.1
0.36277,10.1733,10173.3
0.373856,10.1731,10173.1
0.384942,10.1724,10172.4
0.396027,10.1712,10171.2
0.407113,10.1697,10169.7
0.418102,10.167700000000002,10167.7
0.429073,10.1653,10165.3
0.440044,10.1625,10162.5
0.451015,10.1594,10159.4
0.461987,10.155899999999999,10155.9
0.472958,10.1521,10152.1
0.48393,10.1479,10147.9
0.494902,10.1433,10143.3
0.505873,10.1385,10138.5
0.516844,10.1333,10133.3
0.527815,10.127799999999999,10127.8
0.538787,10.1219,10121.9
0.549759,10.1158,10115.8
0.560562,10.1093,10109.3
0.571306,10.102500000000001,10102.5
0.582048,10.0954,10095.4
0.592791,10.088000000000001,10088.0
0.603822,10.08,10080.0
0.614962,10.0716,10071.6
0.626103,10.062899999999999,10062.9
0.637245,10.053799999999999,10053.8
0.648384,10.0444,10044.4
0.659525,10.0347,10034.7
0.670666,10.0245,10024.5
0.681806,10.014,10014.0
0.692948,10.003200000000001,10003.2
0.704089,9.992,9992.0
0.715229,9.980440000000002,9980.44
0.72637,9.9685,9968.5
0.737377,9.95618,9956.18
0.74828,9.94347,9943.47
0.759185,9.93036,9930.36
0.770087,9.91682,9916.82
0.780991,9.90288,9902.88
0.791896,9.88851,9888.51
0.802798,9.873700000000001,9873.7
0.813702,9.85846,9858.46
0.824607,9.84281,9842.81
0.83551,9.82664,9826.64
0.846413,9.81001,9810.01
0.857318,9.792910000000001,9792.91
0.868588,9.774690000000001,9774.69
0.87991,9.75581,9755.81
0.891234,9.73635,9736.35
0.902313,9.71631,9716.31
0.91339,9.69563,9695.63
0.924466,9.67432,9674.32
0.935543,9.652330000000001,9652.33
0.946621,9.62969,9629.69
0.957696,9.606340000000001,9606.34
0.968774,9.58229,9582.29
0.979851,9.55761,9557.61
0.990929,9.53227,9532.27
1.002,9.506129999999999,9506.13
1.01285,9.47939,9479.39
1.02368,9.45218,9452.18
1.03451,9.42438,9424.38
1.0454,9.39559,9395.59
1.0566,9.36444,9364.44
1.0678,9.33267,9332.67
1.079,9.30041,9300.41
1.08993,9.267610000000001,9267.61
1.10059,9.23443,9234.43
