"displacement,mm","force,kN","force,N"
0.0,0.00416753,4.16753
0.0200011,1.43707,1437.07
0.0400051,2.90051,2900.51
0.0599947,4.43098,4430.98
0.0799874,5.63825,5638.25
0.0999811,6.5493500000000004,6549.35
0.119952,7.48338,7483.38
0.13992,8.166590000000001,8166.59
0.159888,8.83813,8838.13
0.179856,9.49025,9490.25
0.199824,10.0256,10025.6
0.219792,10.576600000000001,10576.6
0.23976,11.106700000000002,11106.7
0.259729,11.5929,11592.9
0.279694,12.037799999999999,12037.8
0.299662,12.4643,12464.3
0.31963,12.871,12871.0
0.339599,13.257700000000002,13257.7
0.359567,13.621500000000001,13621.5
0.379535,13.963600000000001,13963.6
0.399578,14.276200000000001,14276.2
0.419709,14.552200000000001,14552.2
0.439837,14.7838,14783.8
0.459965,14.9933,14993.3
0.480096,15.1966,15196.6
0.500213,15.3383,15338.3
0.520238,15.446299999999999,15446.3
0.540266,15.529100000000001,15529.1
0.560291,15.5618,15561.8
0.580315,15.5686,15568.6
0.600342,15.5504,15550.4
0.620367,15.518600000000001,15518.6
0.640396,15.4792,15479.2
0.66042,15.4359,15435.9
0.680445,15.3901,15390.1
0.700472,15.3418,15341.8
0.720497,15.289700000000002,15289.7
0.740522,15.230500000000001,15230.5
0.760549,15.1724,15172.4
0.780574,15.107600000000001,15107.6
0.800599,15.0443,15044.3
0.820627,14.9731,14973.1
0.840651,14.9018,14901.8
0.860679,14.827,14827.0
0.880703,14.7503,14750.3
0.900729,14.6699,14669.9
0.920756,14.5848,14584.8
0.940781,14.5009,14500.9
0.960805,14.411299999999999,14411.3
0.980834,14.3222,14322.2
1.00086,14.2263,14226.3
1.02106,14.129100000000001,14129.1
1.0413,14.0273,14027.3
1.06153,13.9253,13925.3
1.08176,13.8216,13821.6
1.102,13.7128,13712.8
1.12223,13.6035,13603.5
1.14246,13.488,13488.0
1.16269,13.3735,13373.5
1.18292,13.2548,13254.8
1.20316,13.1362,13136.2
1.22339,13.0124,13012.4
1.24344,7.06705,7067.05
1.26341,11.5669,11566.9
1.28338,11.567200000000001,11567.2
1.30334,12.471200000000001,12471.2
1.32307,12.4054,12405.4
1.34334,12.277700000000001,12277.7
1.36332,12.116700000000002,12116.7
1.38305,12.0037,12003.7
1.40316,12.030899999999999,12030.9
1.4232,11.843,11843.0
1.44323,11.6896,11689.6
1.46327,11.4978,11497.8
1.4833,11.417200000000001,11417.2
1.50334,11.1851,11185.1
1.52337,11.0142,11014.2
1.54341,10.8919,10891.9
1.56344,10.806000000000001,10806.0
1.58399,10.6302,10630.2
1.60384,10.447000000000001,10447.0
1.62388,10.3222,10322.2
1.64446,10.188799999999999,10188.8
1.66478,10.1235,10123.5
1.68487,9.94375,9943.75
1.70469,9.85173,9851.73
1.72439,9.71035,9710.35
1.74378,9.5195,9519.5
1.76343,9.34253,9342.53
1.78411,9.31676,9316.76
1.80464,9.23287,9232.87
1.82499,9.166080000000001,9166.08
1.8449,9.06055,9060.55
1.8648,8.93247,8932.47
1.88431,8.788110000000001,8788.11
1.90358,8.702969999999999,8702.97
1.92289,8.70484,8704.84
1.94366,8.5691,8569.1
1.96441,8.44472,8444.72
1.98513,8.362530000000001,8362.53
2.00533,8.30824,8308.24
