displacement/mm,force/kN,force/N
0.005821685,0.265389641,265.389641
0.006280972,0.097547736,97.547736
0.006260233,0.122119158,122.119158
0.006637128,0.156748756,156.748756
0.006841748,0.197182649,197.182649
0.007057936,0.241676818,241.676818
0.00736856,0.287472198,287.472198
0.007573663,0.333469492,333.469492
0.007814842,0.378320089,378.32008900000005
0.008170525,0.422858124,422.858124
0.008560399,0.467598224,467.598224
0.009034948,0.511307402,511.307402
0.009428531,0.552284504,552.284504
0.009703532,0.591345042,591.345042
0.009928518,0.631139896,631.139896
0.010215986,0.671121096,671.1210960000001
0.010509014,0.710587333,710.587333
0.011015965,0.749099438,749.099438
0.011550358,0.78703928,787.03928
0.011773435,0.825273211,825.273211
0.011964346,0.863272596,863.2725959999999
0.012374796,0.900136734,900.136734
0.01270465,0.935314732,935.314732
0.012878714,0.968587885,968.587885
0.01321444,0.999111801,999.111801
0.013449203,1.028305653,1028.3056530000001
0.013760954,1.055749973,1055.749973
0.013981433,1.081384965,1081.384965
0.01428561,1.105619947,1105.6199470000001
0.014467222,1.129788152,1129.7881519999999
0.014676847,1.152814694,1152.814694
0.014908241,1.174311923,1174.311923
0.015079775,1.194861593,1194.8615929999999
0.015407724,1.214685154,1214.685154
0.015514147,1.233627072,1233.627072
0.015663847,1.251564143,1251.564143
0.015923295,1.269006656,1269.006656
0.016062242,1.285709352,1285.709352
0.016233497,1.302185023,1302.185023
0.016321787,1.318528157,1318.528157
0.016550594,1.334289716,1334.289716
0.016655339,1.349268281,1349.2682810000001
0.016817997,1.363662582,1363.662582
0.016867187,1.377466527,1377.466527
0.017007224,1.391051859,1391.0518590000001
0.017088416,1.40406975,1404.0697499999999
0.017172848,1.41648194,1416.48194
0.017387387,1.429985548,1429.985548
0.017461922,1.443192947,1443.192947
0.017604389,1.456007625,1456.007625
0.017790277,1.468588874,1468.588874
0.017904718,1.480565483,1480.5654829999999
0.017912615,1.491749365,1491.749365
0.017990577,1.502584313,1502.584313
0.018071747,1.513207956,1513.207956
0.018307594,1.523563332,1523.563332
0.018350655,1.53436661,1534.36661
0.018557922,1.545247131,1545.247131
0.018524893,1.555796867,1555.796867
0.018714144,1.565809545,1565.809545
0.018760188,1.575369582,1575.369582
0.01885726,1.585262121,1585.262121
0.018968693,1.595268699,1595.268699
0.019018642,1.604981127,1604.981127
0.019100913,1.614364187,1614.3641870000001
0.019097998,1.624002862,1624.002862
0.019293319,1.633016815,1633.016815
0.019213919,1.642090346,1642.090346
0.019406933,1.650962994,1650.962994
0.019409691,1.6597713,1659.7713
0.019489198,1.668188294,1668.1882939999998
0.019502013,1.676242184,1676.242184
0.019696393,1.684229895,1684.2298950000002
0.019787441,1.691690142,1691.690142
0.019752169,1.699608186,1699.6081860000002
0.019981911,1.708205071,1708.205071
0.019995888,1.716621198,1716.6211979999998
0.020077151,1.724705393,1724.705393
0.020178199,1.732828083,1732.828083
0.020280279,1.740280389,1740.280389
0.020268425,1.747191132,1747.191132
0.020419785,1.754009112,1754.0091120000002
0.020380088,1.760779583,1760.779583
