
                  X             Displacement          Force      

                0.                 0.                 2.74511    
              100.009E-06         14.0006E-03         2.46255E+03
              200.E-06            28.003E-03          4.90212E+03
              300.004E-06         42.0048E-03         7.53233E+03
              400.008E-06         55.9993E-03        10.033E+03  
              500.004E-06         69.9863E-03        12.4126E+03 
              600.006E-06         84.0038E-03        14.6901E+03 
              700.008E-06         98.0211E-03        16.1674E+03 
              800.001E-06        112.037E-03         17.207E+03  
              900.003E-06        126.06E-03          18.0806E+03 
                1.00001E-03      140.097E-03         18.7437E+03 
                1.1E-03          154.067E-03         19.3555E+03 
                1.2E-03          168.038E-03         19.8342E+03 
                1.30001E-03      182.01E-03          20.267E+03  
                1.4E-03          195.98E-03          20.644E+03  
                1.50001E-03      209.951E-03         20.9583E+03 
                1.6E-03          223.921E-03         21.218E+03  
                1.70001E-03      237.892E-03         21.4406E+03 
                1.8E-03          251.843E-03         21.6299E+03 
                1.90001E-03      265.736E-03         21.7808E+03 
                2.E-03           279.628E-03         21.9028E+03 
                2.10001E-03      293.521E-03         22.0014E+03 
                2.2E-03          307.413E-03         22.0826E+03 
                2.30001E-03      321.306E-03         22.1487E+03 
                2.4E-03          335.199E-03         22.2019E+03 
                2.50001E-03      349.092E-03         22.2457E+03 
                2.6E-03          362.984E-03         22.2826E+03 
                2.70001E-03      376.877E-03         22.3142E+03 
                2.8E-03          390.77E-03          22.3414E+03 
                2.9E-03          404.663E-03         22.3648E+03 
                3.00001E-03      418.556E-03         22.385E+03  
                3.1E-03          432.448E-03         22.4027E+03 
                3.20001E-03      446.341E-03         22.418E+03  
                3.3E-03          460.233E-03         22.4314E+03 
                3.40001E-03      474.126E-03         22.443E+03  
                3.5E-03          488.018E-03         22.4529E+03 
                3.60001E-03      501.95E-03          22.4613E+03 
                3.7E-03          515.999E-03         22.4683E+03 
                3.80001E-03      530.048E-03         22.474E+03  
                3.9E-03          544.095E-03         22.4784E+03 
                4.E-03           558.474E-03         22.4817E+03 
                4.10001E-03      572.875E-03         22.4838E+03 
                4.2E-03          587.274E-03         22.485E+03  
                4.30001E-03      601.674E-03         22.4851E+03 
                4.4E-03          616.074E-03         22.484E+03  
                4.5E-03          630.474E-03         22.482E+03  
                4.60001E-03      644.875E-03         22.4789E+03 
                4.7E-03          659.274E-03         22.4749E+03 
                4.80001E-03      673.675E-03         22.47E+03   
                4.9E-03          688.073E-03         22.4641E+03 
                5.00001E-03      702.475E-03         22.4574E+03 
                5.1E-03          716.874E-03         22.4498E+03 
                5.2E-03          731.274E-03         22.4414E+03 
                5.30001E-03      745.674E-03         22.4322E+03 
                5.4E-03          760.074E-03         22.4221E+03 
                5.50001E-03      774.475E-03         22.4112E+03 
                5.6E-03          788.875E-03         22.3994E+03 
                5.7E-03          803.273E-03         22.3867E+03 
                5.80001E-03      817.674E-03         22.3732E+03 
                5.9E-03          832.009E-03         22.359E+03  
                6.00001E-03      846.09E-03          22.3439E+03 
                6.1E-03          860.169E-03         22.328E+03  
                6.20001E-03      874.25E-03          22.3113E+03 
                6.3E-03          888.329E-03         22.2938E+03 
                6.4E-03          902.409E-03         22.2757E+03 
                6.50001E-03      916.489E-03         22.2567E+03 
                6.6E-03          930.569E-03         22.2369E+03 
                6.70001E-03      944.649E-03         22.2163E+03 
                6.8E-03          958.73E-03          22.195E+03  
                6.9E-03          972.809E-03         22.1728E+03 
                7.00001E-03      986.89E-03          22.1498E+03 
                7.1E-03            1.00097           22.1259E+03 
                7.20001E-03        1.01505           22.1013E+03 
                7.3E-03            1.02913           22.0758E+03 
                7.40001E-03        1.04321           22.0495E+03 
                7.5E-03            1.05729           22.0223E+03 
                7.6E-03            1.07137           21.9942E+03 
                7.70001E-03        1.08545           21.9654E+03 
                7.8E-03            1.09953           21.9356E+03 
                7.90001E-03        1.11361           21.9049E+03 
                8.E-03             1.12769           21.8733E+03 
                8.1E-03            1.14177           21.8407E+03 
                8.20001E-03        1.15585           21.8073E+03 
                8.3E-03            1.16993           21.7728E+03 
                8.40001E-03        1.18401           21.7375E+03 
                8.5E-03            1.19809           21.7013E+03 
                8.6E-03            1.21217           21.6641E+03 
                8.7E-03            1.22625           21.6259E+03 
                8.8E-03            1.24033           21.5863E+03 
                8.90001E-03        1.25441           21.546E+03  
                9.E-03             1.26849           21.5047E+03 
                9.10001E-03        1.28257           21.4622E+03 
                9.2E-03            1.29665           21.4188E+03 
                9.3E-03            1.31073           21.3745E+03 
                9.40001E-03        1.32481           21.3292E+03 
                9.5E-03            1.33889           21.2828E+03 
                9.60001E-03        1.35297           21.2353E+03 
                9.7E-03            1.36705           21.1867E+03 
                9.8E-03            1.38113           21.1371E+03 
                9.9E-03            1.39521           21.0861E+03 
               10.E-03             1.40929           21.0342E+03 




