
                  X             Displacement          Force      

                0.                 0.                 3.22984    
              100.007E-06         31.0005E-03         1.11364E+03
              200.006E-06         62.0038E-03         2.24424E+03
              300.006E-06         92.9936E-03         2.71788E+03
              400.007E-06        123.97E-03           2.73944E+03
              500.008E-06        154.946E-03          2.74489E+03
              600.008E-06        185.922E-03          2.78375E+03
              700.009E-06        216.899E-03          2.78845E+03
              800.01E-06         247.875E-03          2.81809E+03
              900.011E-06        278.804E-03          2.82543E+03
                1.00001E-03      309.729E-03          2.84261E+03
                1.10001E-03      340.654E-03          2.85856E+03
                1.20001E-03      371.579E-03          2.87291E+03
                1.30001E-03      402.504E-03          2.88504E+03
                1.40001E-03      433.429E-03          2.89739E+03
                1.5E-03          464.349E-03          2.90903E+03
                1.6E-03          495.275E-03          2.9198E+03 
                1.7E-03          526.2E-03            2.93058E+03
                1.8E-03          557.125E-03          2.941E+03  
                1.9E-03          588.05E-03           2.95083E+03
                2.E-03           619.092E-03          2.96029E+03
                2.10001E-03      650.269E-03          2.96946E+03
                2.20001E-03      681.441E-03          2.97839E+03
                2.3E-03          712.614E-03          2.98701E+03
                2.40001E-03      743.791E-03          2.99534E+03
                2.50001E-03      774.963E-03          3.00342E+03
                2.6E-03          806.136E-03          3.01126E+03
                2.70001E-03      837.313E-03          3.01892E+03
                2.80001E-03      868.486E-03          3.0264E+03 
                2.9E-03          899.658E-03          3.03359E+03
                3.00001E-03      930.835E-03          3.04062E+03
                3.1E-03          962.008E-03          3.04746E+03
                3.20001E-03      993.185E-03          3.05412E+03
                3.30001E-03        1.02449            3.06064E+03
                3.4E-03            1.05586            3.06699E+03
                3.50001E-03        1.08725            3.07321E+03
                3.60001E-03        1.11863            3.07926E+03
                3.7E-03            1.15001            3.08519E+03
                3.80001E-03        1.18139            3.09097E+03
                3.90001E-03        1.21277            3.09661E+03
                4.E-03             1.24415            3.10216E+03
                4.10001E-03        1.27553            3.10755E+03
                4.2E-03            1.30691            3.11284E+03
                4.30001E-03        1.33829            3.11801E+03
                4.40001E-03        1.36967            3.12307E+03
                4.5E-03            1.40105            3.12803E+03
                4.60001E-03        1.43244            3.13288E+03
                4.70001E-03        1.46381            3.13764E+03
                4.8E-03            1.49519            3.1423E+03 
                4.90001E-03        1.52658            3.14687E+03
                5.00001E-03        1.55796            3.15134E+03
                5.1E-03            1.58933            3.15572E+03
                5.20001E-03        1.62072            3.16002E+03
                5.3E-03            1.6521             3.16422E+03
                5.40001E-03        1.68315            3.16834E+03
                5.50001E-03        1.71411            3.17236E+03
                5.6E-03            1.74508            3.1763E+03 
                5.70001E-03        1.77605            3.18016E+03
                5.80001E-03        1.80701            3.18393E+03
                5.9E-03            1.83798            3.18762E+03
                6.00001E-03        1.86895            3.19123E+03
                6.1E-03            1.89992            3.19476E+03
                6.20001E-03        1.93089            3.19822E+03
                6.30001E-03        1.96185            3.20161E+03
                6.4E-03            1.99282            3.20493E+03
                6.50001E-03        2.02356            3.20816E+03
                6.60001E-03        2.05411            3.21133E+03
                6.7E-03            2.08466            3.21445E+03
                6.80001E-03        2.11522            3.21748E+03
                6.90001E-03        2.14577            3.22045E+03
                7.E-03             2.17633            3.22336E+03
                7.10001E-03        2.20688            3.22619E+03
                7.2E-03            2.23744            3.22896E+03
                7.30001E-03        2.26799            3.23166E+03
                7.40001E-03        2.29855            3.23431E+03
                7.5E-03            2.3291             3.2369E+03 
                7.60001E-03        2.3604             3.23948E+03
                7.70001E-03        2.39197            3.24203E+03
                7.8E-03            2.42354            3.2445E+03 
                7.90001E-03        2.45512            3.24691E+03
                8.00001E-03        2.48669            3.24927E+03
                8.10001E-03        2.51826            3.25157E+03
                8.2E-03            2.54984            3.2538E+03 
                8.30001E-03        2.58141            3.25597E+03
                8.40001E-03        2.61298            3.25809E+03
                8.5E-03            2.64456            3.26015E+03
                8.6E-03            2.67613            3.26215E+03
                8.70001E-03        2.70762            3.26409E+03
                8.80001E-03        2.73834            3.26597E+03
                8.9E-03            2.76906            3.26779E+03
                9.00001E-03        2.79978            3.26956E+03
                9.10001E-03        2.8305             3.27127E+03
                9.2E-03            2.86122            3.27293E+03
                9.3E-03            2.89194            3.27453E+03
                9.40001E-03        2.92266            3.27606E+03
                9.50001E-03        2.95338            3.27755E+03
                9.6E-03            2.9841             3.27897E+03
                9.70001E-03        3.01482            3.28034E+03
                9.80001E-03        3.04554            3.28165E+03
                9.9E-03            3.07626            3.28291E+03
               10.E-03             3.10698            3.28411E+03




